split,machine,config,auc_source,auc_target,pauc,balance_ks
dev,fan,conf-soft-m300-k4,75.36,46.72,59.11,0.84
dev,fan,ratio-soft-k4,57.8,71.14,51.84,0.4301
dev,fan,zscore-soft-k4,64.68,65.22,59.16,0.4943
dev,fan,conf-hard-m0-k4,61.76,66.34,57.37,0.4661
dev,fan,conf-hard-m10-k4,69.26,58.82,58.74,0.6467
dev,fan,conf-hard-m30-k4,72.88,53.18,59.16,0.7584
dev,fan,conf-hard-m100-k4,74.7,48.32,59.05,0.8212
dev,fan,conf-hard-m300-k4,75.36,46.72,59.11,0.84
dev,fan,ratio-hard-k4,57.64,71.22,52.16,0.4782
dev,fan,zscore-hard-k4,64.62,65.32,59.16,0.4952
dev,fan,ldn-ratio-K1,67.04,69.34,58.89,0.6372
dev,fan,ldn-ratio-K16,43.62,81.86,54.05,0.6935
dev,fan,ldn-diff-K1,65.76,67.88,56.42,0.7117
dev,fan,ldn-diff-K16,26.02,72.66,48.95,0.7586
dev,fan,conf-soft-m0-ldnK1,68.52,68.2,58.53,0.5818
dev,fan,conf-soft-m30-ldnK1,68.5,68.34,58.74,0.5913
dev,gearbox,raw-k1,76.06,77.42,58.95,0.321
dev,gearbox,conf-soft-m0-k1,76.5,77.78,58.79,0.3176
dev,gearbox,conf-soft-m10-k1,76.18,77.52,58.79,0.3172
dev,gearbox,conf-soft-m30-k1,76.16,77.44,58.79,0.3194
dev,gearbox,conf-soft-m100-k1,76.12,77.44,58.89,0.3202
dev,gearbox,conf-soft-m300-k1,76.08,77.44,58.95,0.3208
dev,gearbox,ratio-soft-k1,76.14,77.46,58.89,0.3275
dev,gearbox,zscore-soft-k1,76.8,77.34,59.47,0.3271
dev,gearbox,conf-hard-m0-k1,76.18,77.46,58.95,0.3212
dev,gearbox,conf-hard-m10-k1,76.1,77.46,58.95,0.321
dev,gearbox,conf-hard-m30-k1,76.04,77.38,58.95,0.321
dev,gearbox,conf-hard-m100-k1,76.04,77.36,58.95,0.321
dev,gearbox,conf-hard-m300-k1,76.06,77.38,58.95,0.321
dev,gearbox,ratio-hard-k1,76.06,77.52,58.95,0.3218
dev,gearbox,zscore-hard-k1,76.34,77.28,58.47,0.3216
dev,gearbox,raw-k2,76.64,80.12,58.53,0.3531
dev,gearbox,conf-soft-m0-k2,77.0,80.8,58.37,0.358
dev,gearbox,conf-soft-m10-k2,76.7,80.48,58.32,0.3529
dev,gearbox,conf-soft-m30-k2,76.54,80.24,58.37,0.3529
dev,gearbox,conf-soft-m100-k2,76.6,80.18,58.42,0.3537
dev,gearbox,conf-soft-m300-k2,76.6,80.1,58.47,0.3539
dev,gearbox,ratio-soft-k2,77.22,80.76,58.26,0.3628
dev,gearbox,zscore-soft-k2,77.06,80.28,58.89,0.3624
dev,gearbox,conf-hard-m0-k2,77.1,80.42,58.53,0.3537
dev,gearbox,conf-hard-m10-k2,77.04,80.24,58.53,0.3535
dev,gearbox,conf-hard-m30-k2,76.74,80.14,58.53,0.3531
dev,gearbox,conf-hard-m100-k2,76.66,80.06,58.53,0.3531
dev,gearbox,conf-hard-m300-k2,76.64,80.1,58.53,0.3531
dev,gearbox,ratio-hard-k2,77.16,80.68,58.53,0.3535
dev,gearbox,zscore-hard-k2,76.9,80.02,58.53,0.3537
dev,gearbox,raw-k4,77.68,79.56,58.47,0.3596
dev,gearbox,conf-soft-m0-k4,78.0,79.54,58.26,0.3485
dev,gearbox,conf-soft-m10-k4,77.92,79.58,58.42,0.3552
dev,gearbox,conf-soft-m30-k4,77.76,79.68,58.42,0.356
dev,gearbox,conf-soft-m100-k4,77.76,79.68,58.42,0.3582
dev,gearbox,conf-soft-m300-k4,77.68,79.58,58.42,0.3592
dev,gearbox,ratio-soft-k4,78.08,79.68,58.79,0.3507
dev,gearbox,zscore-soft-k4,77.72,79.74,58.79,0.3539
dev,gearbox,conf-hard-m0-k4,78.22,79.86,58.47,0.36
dev,gearbox,conf-hard-m10-k4,78.12,79.66,58.47,0.36
dev,gearbox,conf-hard-m30-k4,77.94,79.72,58.47,0.3598
dev,gearbox,conf-hard-m100-k4,77.8,79.66,58.47,0.3598
dev,gearbox,conf-hard-m300-k4,77.76,79.62,58.47,0.3596
dev,gearbox,ratio-hard-k4,78.36,80.34,58.47,0.3602
dev,gearbox,zscore-hard-k4,77.78,79.5,58.47,0.3598
dev,gearbox,ldn-ratio-K1,64.08,67.42,56.37,0.5592
dev,gearbox,ldn-ratio-K16,57.72,66.3,55.26,0.5467
dev,gearbox,ldn-diff-K1,65.28,68.82,59.47,0.5333
dev,gearbox,ldn-diff-K16,42.34,51.7,49.42,0.4313
dev,gearbox,conf-soft-m0-ldnK1,63.64,67.16,56.32,0.5576
dev,gearbox,conf-soft-m30-ldnK1,63.7,67.1,56.37,0.5596
dev,slider,raw-k1,72.28,56.7,49.21,0.4299
dev,slider,conf-soft-m0-k1,71.92,56.72,49.11,0.4406
dev,slider,conf-soft-m10-k1,72.14,56.72,49.16,0.4354
dev,slider,conf-soft-m30-k1,72.18,56.7,49.16,0.4329
dev,slider,conf-soft-m100-k1,72.38,56.66,49.21,0.4309
dev,slider,conf-soft-m300-k1,72.32,56.68,49.21,0.4305
dev,slider,ratio-soft-k1,71.92,57.14,49.11,0.4354
dev,slider,zscore-soft-k1,72.32,57.26,49.16,0.4392
dev,slider,conf-hard-m0-k1,71.18,57.12,49.11,0.4301
dev,slider,conf-hard-m10-k1,71.66,56.96,49.16,0.4301
dev,slider,conf-hard-m30-k1,71.96,56.84,49.16,0.4299
dev,slider,conf-hard-m100-k1,72.16,56.8,49.21,0.4299
dev,slider,conf-hard-m300-k1,72.18,56.68,49.21,0.4299
dev,slider,ratio-hard-k1,71.1,57.44,49.11,0.4299
dev,slider,zscore-hard-k1,71.48,57.02,49.21,0.4301
dev,slider,raw-k2,73.1,54.98,49.42,0.4214
dev,slider,conf-soft-m0-k2,72.72,54.94,49.05,0.4305
dev,slider,conf-soft-m10-k2,72.92,54.8,49.0,0.4248
dev,slider,conf-soft-m30-k2,73.06,54.88,49.21,0.4224
dev,slider,conf-soft-m100-k2,73.1,54.96,49.26,0.4224
dev,slider,conf-soft-m300-k2,73.1,54.96,49.26,0.4214
dev,slider,ratio-soft-k2,72.7,55.08,48.89,0.4267
dev,slider,zscore-soft-k2,73.0,55.36,49.47,0.4299
dev,slider,conf-hard-m0-k2,71.96,55.72,49.11,0.4214
dev,slider,conf-hard-m10-k2,72.5,55.26,49.16,0.4214
dev,slider,conf-hard-m30-k2,72.86,55.14,49.21,0.4214
dev,slider,conf-hard-m100-k2,73.02,55.1,49.26,0.4214
dev,slider,conf-hard-m300-k2,73.1,55.04,49.32,0.4214
dev,slider,ratio-hard-k2,71.88,55.96,49.11,0.4214
dev,slider,zscore-hard-k2,72.26,55.58,49.47,0.4214
dev,slider,raw-k4,72.34,53.14,49.63,0.4202
dev,slider,conf-soft-m0-k4,71.44,52.96,49.21,0.4283
dev,slider,conf-soft-m10-k4,71.9,53.06,49.11,0.4226
dev,slider,conf-soft-m30-k4,72.02,52.98,49.37,0.4214
dev,slider,conf-soft-m100-k4,72.12,53.08,49.53,0.4208
dev,slider,conf-soft-m300-k4,72.22,53.12,49.63,0.4204
dev,slider,ratio-soft-k4,71.66,53.38,49.26,0.4259
dev,slider,zscore-soft-k4,71.94,53.58,49.53,0.4236
dev,slider,conf-hard-m0-k4,71.36,53.76,49.26,0.4206
dev,slider,conf-hard-m10-k4,71.88,53.32,49.32,0.4202
dev,slider,conf-hard-m30-k4,72.08,53.18,49.37,0.4202
dev,slider,conf-hard-m100-k4,72.2,53.08,49.53,0.4202
dev,slider,conf-hard-m300-k4,72.26,53.12,49.58,0.4202
dev,slider,ratio-hard-k4,71.4,53.72,49.26,0.4206
dev,slider,zscore-hard-k4,71.42,53.62,49.63,0.4206
dev,slider,ldn-ratio-K1,64.74,66.12,54.95,0.4384
dev,slider,ldn-ratio-K16,66.9,67.24,57.11,0.4473
dev,slider,ldn-diff-K1,66.82,63.96,52.21,0.4319
dev,slider,ldn-diff-K16,60.42,60.26,53.37,0.3253
dev,slider,conf-soft-m0-ldnK1,64.88,65.82,54.95,0.4287
dev,slider,conf-soft-m30-ldnK1,64.86,65.88,54.95,0.4301
dev,ToyCar,raw-k1,57.46,42.42,49.05,0.3481
dev,ToyCar,conf-soft-m0-k1,57.26,42.54,48.74,0.3517
dev,ToyCar,conf-soft-m10-k1,57.34,42.44,48.89,0.3491
dev,ToyCar,conf-soft-m30-k1,57.5,42.44,49.0,0.3503
dev,ToyCar,conf-soft-m100-k1,57.48,42.46,49.05,0.3487
dev,ToyCar,conf-soft-m300-k1,57.48,42.44,49.05,0.3479
dev,ToyCar,ratio-soft-k1,57.36,42.64,49.11,0.3493
dev,ToyCar,zscore-soft-k1,57.4,42.64,49.05,0.3527
dev,ToyCar,conf-hard-m0-k1,57.46,42.62,49.05,0.3487
dev,ToyCar,conf-hard-m10-k1,57.46,42.6,49.05,0.3483
dev,ToyCar,conf-hard-m30-k1,57.46,42.52,49.05,0.3481
dev,ToyCar,conf-hard-m100-k1,57.46,42.44,49.05,0.3481
dev,ToyCar,conf-hard-m300-k1,57.46,42.44,49.05,0.3481
dev,ToyCar,ratio-hard-k1,57.46,42.66,49.05,0.3481
dev,ToyCar,zscore-hard-k1,57.46,42.56,49.05,0.3485
dev,ToyCar,raw-k2,59.44,42.9,48.79,0.3992
dev,ToyCar,conf-soft-m0-k2,59.7,43.66,48.47,0.3881
dev,ToyCar,conf-soft-m10-k2,59.56,43.24,48.58,0.3933
dev,ToyCar,conf-soft-m30-k2,59.48,43.02,48.63,0.3956
dev,ToyCar,conf-soft-m100-k2,59.56,42.94,48.74,0.398
dev,ToyCar,conf-soft-m300-k2,59.46,42.94,48.79,0.3978
dev,ToyCar,ratio-soft-k2,59.48,43.68,48.63,0.3865
dev,ToyCar,zscore-soft-k2,59.4,43.38,48.74,0.4036
dev,ToyCar,conf-hard-m0-k2,59.44,43.54,48.79,0.4008
dev,ToyCar,conf-hard-m10-k2,59.44,43.18,48.79,0.3992
dev,ToyCar,conf-hard-m30-k2,59.44,42.98,48.79,0.3994
dev,ToyCar,conf-hard-m100-k2,59.44,42.94,48.79,0.3994
dev,ToyCar,conf-hard-m300-k2,59.44,42.9,48.79,0.3992
dev,ToyCar,ratio-hard-k2,59.44,43.68,48.79,0.3998
dev,ToyCar,zscore-hard-k2,59.44,43.46,48.79,0.3998
dev,ToyCar,raw-k4,59.5,41.9,48.89,0.3947
dev,ToyCar,conf-soft-m0-k4,59.46,42.28,49.53,0.4002
dev,ToyCar,conf-soft-m10-k4,59.38,42.04,49.16,0.3972
dev,ToyCar,conf-soft-m30-k4,59.4,41.88,49.0,0.396
dev,ToyCar,conf-soft-m100-k4,59.38,41.8,48.84,0.3956
dev,ToyCar,conf-soft-m300-k4,59.42,41.88,48.89,0.3949
dev,ToyCar,ratio-soft-k4,59.32,42.62,49.11,0.3996
dev,ToyCar,zscore-soft-k4,59.48,42.58,49.11,0.4034
dev,ToyCar,conf-hard-m0-k4,59.5,42.78,48.89,0.396
dev,ToyCar,conf-hard-m10-k4,59.5,42.36,48.89,0.3949
dev,ToyCar,conf-hard-m30-k4,59.5,42.08,48.89,0.3949
dev,ToyCar,conf-hard-m100-k4,59.5,41.9,48.89,0.3949
dev,ToyCar,conf-hard-m300-k4,59.5,41.9,48.89,0.3949
dev,ToyCar,ratio-hard-k4,59.5,42.9,48.89,0.3956
dev,ToyCar,zscore-hard-k4,59.5,42.84,48.89,0.3954
dev,ToyCar,ldn-ratio-K1,56.52,41.74,50.32,0.3905
dev,ToyCar,ldn-ratio-K16,57.58,45.86,50.42,0.4093
dev,ToyCar,ldn-diff-K1,56.8,42.76,50.16,0.3901
dev,ToyCar,ldn-diff-K16,52.38,43.14,51.21,0.3285
dev,ToyCar,conf-soft-m0-ldnK1,56.58,41.76,50.26,0.3901
dev,ToyCar,conf-soft-m30-ldnK1,56.5,41.78,50.32,0.3899
dev,ToyTrain,raw-k1,82.86,49.84,52.21,0.7198
dev,ToyTrain,conf-soft-m0-k1,81.52,50.96,50.53,0.62
dev,ToyTrain,conf-soft-m10-k1,82.44,50.32,50.63,0.6689
dev,ToyTrain,conf-soft-m30-k1,82.72,50.02,51.21,0.6921
dev,ToyTrain,conf-soft-m100-k1,82.78,50.04,51.95,0.7083
dev,ToyTrain,conf-soft-m300-k1,82.84,49.9,52.26,0.7152
dev,ToyTrain,ratio-soft-k1,82.18,50.52,51.89,0.6362
dev,ToyTrain,zscore-soft-k1,82.06,50.72,51.84,0.6341
dev,ToyTrain,conf-hard-m0-k1,82.14,53.34,53.0,0.624
dev,ToyTrain,conf-hard-m10-k1,82.54,52.2,53.0,0.6554
dev,ToyTrain,conf-hard-m30-k1,82.84,51.8,53.0,0.6885
dev,ToyTrain,conf-hard-m100-k1,82.84,50.74,53.0,0.7075
dev,ToyTrain,conf-hard-m300-k1,82.84,50.3,52.47,0.7137
dev,ToyTrain,ratio-hard-k1,82.08,53.2,53.0,0.624
dev,ToyTrain,zscore-hard-k1,81.92,53.36,53.0,0.624
dev,ToyTrain,raw-k2,82.72,47.98,52.68,0.7287
dev,ToyTrain,conf-soft-m0-k2,81.32,51.06,50.32,0.6489
dev,ToyTrain,conf-soft-m10-k2,82.24,49.9,51.11,0.7077
dev,ToyTrain,conf-soft-m30-k2,82.46,49.12,51.37,0.7188
dev,ToyTrain,conf-soft-m100-k2,82.54,48.64,51.95,0.7248
dev,ToyTrain,conf-soft-m300-k2,82.64,48.28,52.68,0.7259
dev,ToyTrain,ratio-soft-k2,82.0,51.28,52.0,0.66
dev,ToyTrain,zscore-soft-k2,82.02,51.44,52.0,0.6582
dev,ToyTrain,conf-hard-m0-k2,82.22,53.9,53.26,0.6109
dev,ToyTrain,conf-hard-m10-k2,82.62,52.3,53.26,0.7053
dev,ToyTrain,conf-hard-m30-k2,82.64,51.18,53.26,0.719
dev,ToyTrain,conf-hard-m100-k2,82.68,49.6,53.26,0.7257
dev,ToyTrain,conf-hard-m300-k2,82.68,48.62,53.0,0.7289
dev,ToyTrain,ratio-hard-k2,82.46,53.94,53.26,0.6206
dev,ToyTrain,zscore-hard-k2,82.44,53.96,53.26,0.6295
dev,ToyTrain,raw-k4,81.66,48.16,52.11,0.7485
dev,ToyTrain,conf-soft-m0-k4,79.9,51.8,51.05,0.6756
dev,ToyTrain,conf-soft-m10-k4,80.92,50.64,51.63,0.7345
dev,ToyTrain,conf-soft-m30-k4,81.42,49.98,52.21,0.7418
dev,ToyTrain,conf-soft-m100-k4,81.68,49.1,53.0,0.7457
dev,ToyTrain,conf-soft-m300-k4,81.66,48.62,52.74,0.7457
dev,ToyTrain,ratio-soft-k4,80.66,51.6,52.95,0.696
dev,ToyTrain,zscore-soft-k4,80.6,51.64,52.89,0.6964
dev,ToyTrain,conf-hard-m0-k4,81.5,54.42,54.53,0.6331
dev,ToyTrain,conf-hard-m10-k4,81.58,53.12,54.53,0.7404
dev,ToyTrain,conf-hard-m30-k4,81.6,51.84,54.53,0.7461
dev,ToyTrain,conf-hard-m100-k4,81.62,50.38,54.79,0.7455
dev,ToyTrain,conf-hard-m300-k4,81.66,49.06,53.37,0.7479
dev,ToyTrain,ratio-hard-k4,81.56,54.4,54.53,0.6388
dev,ToyTrain,zscore-hard-k4,81.56,54.44,54.53,0.659
dev,ToyTrain,ldn-ratio-K1,78.74,52.3,52.53,0.6125
dev,ToyTrain,ldn-ratio-K16,81.3,54.26,54.37,0.5792
dev,ToyTrain,ldn-diff-K1,79.76,56.52,56.11,0.6145
dev,ToyTrain,ldn-diff-K16,48.0,39.26,49.05,0.3956
dev,ToyTrain,conf-soft-m0-ldnK1,78.42,52.28,52.37,0.6067
dev,ToyTrain,conf-soft-m30-ldnK1,78.6,52.2,52.42,0.6115
dev,valve,raw-k1,54.32,52.46,51.58,0.3867
dev,valve,conf-soft-m0-k1,54.24,52.32,51.68,0.4026
dev,valve,conf-soft-m10-k1,54.34,52.42,51.68,0.3949
dev,valve,conf-soft-m30-k1,54.28,52.42,51.63,0.3917
dev,valve,conf-soft-m100-k1,54.32,52.4,51.68,0.3883
dev,valve,conf-soft-m300-k1,54.32,52.42,51.63,0.3871
dev,valve,ratio-soft-k1,54.32,52.54,51.63,0.4026
dev,valve,zscore-soft-k1,54.42,52.18,51.68,0.4008
dev,valve,conf-hard-m0-k1,54.28,52.46,51.58,0.3859
dev,valve,conf-hard-m10-k1,54.3,52.46,51.58,0.3865
dev,valve,conf-hard-m30-k1,54.3,52.46,51.58,0.3865
dev,valve,conf-hard-m100-k1,54.32,52.46,51.58,0.3867
dev,valve,conf-hard-m300-k1,54.32,52.46,51.58,0.3867
dev,valve,ratio-hard-k1,54.32,52.46,51.58,0.3861
dev,valve,zscore-hard-k1,54.4,52.56,51.58,0.3853
dev,valve,raw-k2,54.84,51.88,51.74,0.3608
dev,valve,conf-soft-m0-k2,54.68,51.94,51.95,0.3681
dev,valve,conf-soft-m10-k2,54.78,51.84,51.79,0.3614
dev,valve,conf-soft-m30-k2,54.8,51.92,51.84,0.3622
dev,valve,conf-soft-m100-k2,54.84,51.92,51.84,0.362
dev,valve,conf-soft-m300-k2,54.8,51.9,51.79,0.3608
dev,valve,ratio-soft-k2,54.82,52.08,51.84,0.3667
dev,valve,zscore-soft-k2,54.72,51.64,51.58,0.3735
dev,valve,conf-hard-m0-k2,54.72,51.84,51.74,0.3596
dev,valve,conf-hard-m10-k2,54.74,51.84,51.74,0.3602
dev,valve,conf-hard-m30-k2,54.8,51.88,51.74,0.3606
dev,valve,conf-hard-m100-k2,54.8,51.88,51.74,0.3606
dev,valve,conf-hard-m300-k2,54.82,51.88,51.74,0.3608
dev,valve,ratio-hard-k2,54.92,51.84,51.74,0.3598
dev,valve,zscore-hard-k2,54.78,51.96,51.74,0.359
dev,valve,raw-k4,55.24,52.04,52.05,0.3558
dev,valve,conf-soft-m0-k4,55.3,52.08,52.16,0.3653
dev,valve,conf-soft-m10-k4,55.26,52.04,52.16,0.3606
dev,valve,conf-soft-m30-k4,55.24,52.06,52.16,0.3578
dev,valve,conf-soft-m100-k4,55.24,52.06,52.11,0.3572
dev,valve,conf-soft-m300-k4,55.22,52.06,52.11,0.3564
dev,valve,ratio-soft-k4,55.26,52.08,52.11,0.3665
dev,valve,zscore-soft-k4,55.2,52.06,51.89,0.3671
dev,valve,conf-hard-m0-k4,55.28,52.04,52.05,0.3541
dev,valve,conf-hard-m10-k4,55.28,52.04,52.05,0.3554
dev,valve,conf-hard-m30-k4,55.26,52.04,52.05,0.3556
dev,valve,conf-hard-m100-k4,55.26,52.04,52.05,0.3556
dev,valve,conf-hard-m300-k4,55.26,52.04,52.05,0.3554
dev,valve,ratio-hard-k4,55.26,52.02,52.05,0.3558
dev,valve,zscore-hard-k4,55.32,52.02,52.05,0.3598
dev,valve,ldn-ratio-K1,53.12,51.96,52.16,0.3687
dev,valve,ldn-ratio-K16,49.54,55.26,51.26,0.3857
dev,valve,ldn-diff-K1,52.58,51.62,52.16,0.3782
dev,valve,ldn-diff-K16,51.68,54.14,50.05,0.3265
dev,valve,conf-soft-m0-ldnK1,52.64,51.72,52.16,0.3747
dev,valve,conf-soft-m30-ldnK1,52.66,51.72,52.16,0.3733
eval,3DPrinter,raw-k1,72.02,53.96,52.63,0.6655
eval,3DPrinter,conf-soft-m0-k1,70.06,57.36,52.32,0.5592
eval,3DPrinter,conf-soft-m10-k1,70.84,56.22,52.26,0.6396
eval,3DPrinter,conf-soft-m30-k1,71.26,55.5,51.89,0.6549
eval,3DPrinter,conf-soft-m100-k1,71.92,54.8,52.21,0.6596
eval,3DPrinter,conf-soft-m300-k1,71.94,54.36,52.47,0.6614
eval,3DPrinter,ratio-soft-k1,70.64,56.66,51.37,0.5608
eval,3DPrinter,zscore-soft-k1,70.76,56.64,52.05,0.5661
eval,3DPrinter,conf-hard-m0-k1,70.4,58.18,52.32,0.52
eval,3DPrinter,conf-hard-m10-k1,71.04,56.94,52.74,0.6473
eval,3DPrinter,conf-hard-m30-k1,71.36,55.86,52.74,0.6582
eval,3DPrinter,conf-hard-m100-k1,71.78,55.02,52.63,0.6624
eval,3DPrinter,conf-hard-m300-k1,71.96,54.38,52.63,0.6632
eval,3DPrinter,ratio-hard-k1,70.34,57.92,52.32,0.5438
eval,3DPrinter,zscore-hard-k1,70.44,57.9,52.74,0.5293
eval,3DPrinter,raw-k2,72.86,51.9,52.68,0.6665
eval,3DPrinter,conf-soft-m0-k2,70.5,56.86,51.89,0.5701
eval,3DPrinter,conf-soft-m10-k2,71.68,55.24,51.89,0.6228
eval,3DPrinter,conf-soft-m30-k2,72.18,54.38,52.11,0.6511
eval,3DPrinter,conf-soft-m100-k2,72.66,52.92,52.16,0.6632
eval,3DPrinter,conf-soft-m300-k2,72.84,52.4,52.53,0.6651
eval,3DPrinter,ratio-soft-k2,70.94,56.5,51.58,0.5919
eval,3DPrinter,zscore-soft-k2,71.06,56.38,52.05,0.5871
eval,3DPrinter,conf-hard-m0-k2,71.08,58.34,52.58,0.5485
eval,3DPrinter,conf-hard-m10-k2,71.86,56.76,52.84,0.6323
eval,3DPrinter,conf-hard-m30-k2,72.24,54.98,53.0,0.6481
eval,3DPrinter,conf-hard-m100-k2,72.68,53.64,53.05,0.6659
eval,3DPrinter,conf-hard-m300-k2,72.76,52.6,52.79,0.6665
eval,3DPrinter,ratio-hard-k2,70.34,57.94,52.58,0.5683
eval,3DPrinter,zscore-hard-k2,70.9,57.8,52.58,0.5788
eval,3DPrinter,raw-k4,72.28,50.94,52.74,0.6535
eval,3DPrinter,conf-soft-m0-k4,69.22,55.8,50.58,0.5655
eval,3DPrinter,conf-soft-m10-k4,71.08,54.42,51.47,0.6349
