split,machine,config,auc_source,auc_target,pauc,balance_ks
eval,3DPrinter,conf-soft-m30-k4,71.5,53.34,51.42,0.6477
eval,3DPrinter,conf-soft-m100-k4,72.02,51.98,52.47,0.6505
eval,3DPrinter,conf-soft-m300-k4,72.18,51.5,52.47,0.6517
eval,3DPrinter,ratio-soft-k4,70.9,55.56,51.68,0.6238
eval,3DPrinter,zscore-soft-k4,71.02,55.32,52.11,0.6267
eval,3DPrinter,conf-hard-m0-k4,70.36,57.88,53.26,0.5564
eval,3DPrinter,conf-hard-m10-k4,71.04,56.1,53.26,0.6226
eval,3DPrinter,conf-hard-m30-k4,71.82,54.14,53.68,0.6489
eval,3DPrinter,conf-hard-m100-k4,72.06,52.56,53.68,0.6535
eval,3DPrinter,conf-hard-m300-k4,72.18,51.62,53.32,0.6535
eval,3DPrinter,ratio-hard-k4,70.04,57.76,53.26,0.5871
eval,3DPrinter,zscore-hard-k4,70.2,57.66,53.26,0.5889
eval,3DPrinter,ldn-ratio-K1,69.68,55.7,55.68,0.4556
eval,3DPrinter,ldn-ratio-K16,74.72,56.62,59.32,0.4535
eval,3DPrinter,ldn-diff-K1,68.76,54.78,54.21,0.5242
eval,3DPrinter,ldn-diff-K16,48.46,63.66,51.0,0.3099
eval,3DPrinter,conf-soft-m0-ldnK1,69.82,55.66,55.68,0.4634
eval,3DPrinter,conf-soft-m30-ldnK1,69.8,55.64,55.68,0.463
eval,AirCompressor,raw-k1,64.1,44.9,49.21,0.4737
eval,AirCompressor,conf-soft-m0-k1,62.16,48.48,48.95,0.4513
eval,AirCompressor,conf-soft-m10-k1,62.92,46.96,49.05,0.4663
eval,AirCompressor,conf-soft-m30-k1,63.58,45.94,49.16,0.4713
eval,AirCompressor,conf-soft-m100-k1,63.98,45.3,49.16,0.4735
eval,AirCompressor,conf-soft-m300-k1,64.08,45.06,49.21,0.4739
eval,AirCompressor,ratio-soft-k1,62.42,47.92,48.84,0.4503
eval,AirCompressor,zscore-soft-k1,62.64,47.58,49.05,0.4541
eval,AirCompressor,conf-hard-m0-k1,62.62,49.12,49.21,0.4384
eval,AirCompressor,conf-hard-m10-k1,63.36,46.98,49.21,0.4642
eval,AirCompressor,conf-hard-m30-k1,63.68,46.0,49.21,0.4689
eval,AirCompressor,conf-hard-m100-k1,63.9,45.32,49.21,0.4729
eval,AirCompressor,conf-hard-m300-k1,64.1,45.14,49.21,0.4737
eval,AirCompressor,ratio-hard-k1,62.54,49.74,49.21,0.4277
eval,AirCompressor,zscore-hard-k1,62.82,49.42,49.21,0.4426
eval,AirCompressor,raw-k2,64.3,44.7,49.53,0.4644
eval,AirCompressor,conf-soft-m0-k2,62.06,48.64,49.16,0.4414
eval,AirCompressor,conf-soft-m10-k2,62.9,46.6,49.11,0.4582
eval,AirCompressor,conf-soft-m30-k2,63.56,45.64,49.21,0.4618
eval,AirCompressor,conf-soft-m100-k2,64.02,45.06,49.42,0.4628
eval,AirCompressor,conf-soft-m300-k2,64.2,44.88,49.53,0.4638
eval,AirCompressor,ratio-soft-k2,62.38,47.54,49.11,0.4457
eval,AirCompressor,zscore-soft-k2,62.52,47.02,49.21,0.4477
eval,AirCompressor,conf-hard-m0-k2,62.84,48.66,49.42,0.437
eval,AirCompressor,conf-hard-m10-k2,63.58,46.98,49.42,0.4562
eval,AirCompressor,conf-hard-m30-k2,63.88,46.04,49.42,0.4618
eval,AirCompressor,conf-hard-m100-k2,64.06,45.24,49.42,0.4632
eval,AirCompressor,conf-hard-m300-k2,64.26,45.06,49.47,0.4634
eval,AirCompressor,ratio-hard-k2,62.74,49.2,49.42,0.4477
eval,AirCompressor,zscore-hard-k2,63.06,48.68,49.42,0.4531
eval,AirCompressor,raw-k4,62.88,45.06,49.11,0.444
eval,AirCompressor,conf-soft-m0-k4,61.08,48.04,49.11,0.4323
eval,AirCompressor,conf-soft-m10-k4,61.9,46.5,49.21,0.4398
eval,AirCompressor,conf-soft-m30-k4,62.2,45.86,49.0,0.441
eval,AirCompressor,conf-soft-m100-k4,62.6,45.32,49.11,0.4424
eval,AirCompressor,conf-soft-m300-k4,62.76,45.1,49.05,0.4436
eval,AirCompressor,ratio-soft-k4,60.98,47.36,49.11,0.4352
eval,AirCompressor,zscore-soft-k4,61.2,47.0,49.05,0.4398
eval,AirCompressor,conf-hard-m0-k4,61.7,48.88,49.05,0.4291
eval,AirCompressor,conf-hard-m10-k4,62.36,47.3,49.05,0.4384
eval,AirCompressor,conf-hard-m30-k4,62.62,46.4,49.11,0.443
eval,AirCompressor,conf-hard-m100-k4,62.74,45.7,49.11,0.4434
eval,AirCompressor,conf-hard-m300-k4,62.84,45.28,49.11,0.4434
eval,AirCompressor,ratio-hard-k4,61.66,49.0,49.05,0.4392
eval,AirCompressor,zscore-hard-k4,61.84,48.62,49.11,0.4408
eval,AirCompressor,ldn-ratio-K1,68.34,52.16,49.84,0.601
eval,AirCompressor,ldn-ratio-K16,66.7,49.78,52.0,0.598
eval,AirCompressor,ldn-diff-K1,66.5,53.9,52.16,0.6024
eval,AirCompressor,ldn-diff-K16,46.58,49.7,48.32,0.4164
eval,AirCompressor,conf-soft-m0-ldnK1,68.38,52.04,49.84,0.6044
eval,AirCompressor,conf-soft-m30-ldnK1,68.46,52.0,49.84,0.6018
eval,BrushlessMotor,raw-k1,67.78,58.14,53.84,0.6107
eval,BrushlessMotor,conf-soft-m0-k1,60.72,64.06,53.95,0.46
eval,BrushlessMotor,conf-soft-m10-k1,64.16,62.0,53.95,0.5242
eval,BrushlessMotor,conf-soft-m30-k1,65.88,60.04,54.05,0.5675
eval,BrushlessMotor,conf-soft-m100-k1,66.98,59.26,53.95,0.5929
eval,BrushlessMotor,conf-soft-m300-k1,67.38,58.54,53.84,0.6026
eval,BrushlessMotor,ratio-soft-k1,51.74,72.66,53.58,0.4667
eval,BrushlessMotor,zscore-soft-k1,64.74,61.86,52.89,0.4582
eval,BrushlessMotor,conf-hard-m0-k1,59.48,64.48,53.68,0.5099
eval,BrushlessMotor,conf-hard-m10-k1,63.56,62.66,53.79,0.5105
eval,BrushlessMotor,conf-hard-m30-k1,65.58,60.5,54.11,0.5634
eval,BrushlessMotor,conf-hard-m100-k1,66.88,59.32,53.95,0.5891
eval,BrushlessMotor,conf-hard-m300-k1,67.34,58.64,53.84,0.6022
eval,BrushlessMotor,ratio-hard-k1,47.2,75.34,53.47,0.5347
eval,BrushlessMotor,zscore-hard-k1,64.06,62.14,53.05,0.5586
eval,BrushlessMotor,raw-k2,66.3,58.08,54.26,0.7883
eval,BrushlessMotor,conf-soft-m0-k2,52.8,70.18,53.79,0.4899
eval,BrushlessMotor,conf-soft-m10-k2,59.06,65.62,53.63,0.6543
eval,BrushlessMotor,conf-soft-m30-k2,62.02,62.2,53.32,0.7277
eval,BrushlessMotor,conf-soft-m100-k2,64.24,60.04,53.53,0.7646
eval,BrushlessMotor,conf-soft-m300-k2,65.42,58.78,54.21,0.7798
eval,BrushlessMotor,ratio-soft-k2,51.78,71.52,53.05,0.5137
eval,BrushlessMotor,zscore-soft-k2,56.58,68.2,53.05,0.5162
eval,BrushlessMotor,conf-hard-m0-k2,49.62,72.28,52.89,0.5451
eval,BrushlessMotor,conf-hard-m10-k2,57.14,66.86,52.89,0.6404
eval,BrushlessMotor,conf-hard-m30-k2,61.16,63.52,52.89,0.7176
eval,BrushlessMotor,conf-hard-m100-k2,63.84,60.32,53.05,0.7602
eval,BrushlessMotor,conf-hard-m300-k2,65.36,59.02,54.21,0.7766
eval,BrushlessMotor,ratio-hard-k2,47.66,74.82,52.89,0.5473
eval,BrushlessMotor,zscore-hard-k2,53.9,70.74,52.89,0.5543
eval,BrushlessMotor,raw-k4,68.88,49.92,53.26,0.8968
eval,BrushlessMotor,conf-soft-m0-k4,46.44,70.94,53.84,0.457
eval,BrushlessMotor,conf-soft-m10-k4,55.2,63.7,53.95,0.7196
eval,BrushlessMotor,conf-soft-m30-k4,60.12,59.06,53.79,0.8137
eval,BrushlessMotor,conf-soft-m100-k4,64.38,55.3,53.79,0.8653
eval,BrushlessMotor,conf-soft-m300-k4,66.76,53.02,53.95,0.8857
eval,BrushlessMotor,ratio-soft-k4,47.62,70.82,53.21,0.5927
eval,BrushlessMotor,zscore-soft-k4,50.62,68.26,53.05,0.537
eval,BrushlessMotor,conf-hard-m0-k4,42.66,74.18,52.37,0.4487
eval,BrushlessMotor,conf-hard-m10-k4,51.76,66.08,52.37,0.6885
eval,BrushlessMotor,conf-hard-m30-k4,57.86,60.52,52.37,0.7939
eval,BrushlessMotor,conf-hard-m100-k4,62.66,56.16,52.42,0.8596
eval,BrushlessMotor,conf-hard-m300-k4,66.08,53.5,53.68,0.881
eval,BrushlessMotor,ratio-hard-k4,39.64,75.86,52.37,0.4665
eval,BrushlessMotor,zscore-hard-k4,44.98,72.0,52.37,0.4741
eval,BrushlessMotor,ldn-ratio-K1,55.7,65.52,48.0,0.6507
eval,BrushlessMotor,ldn-ratio-K16,43.46,82.42,48.42,0.5489
eval,BrushlessMotor,ldn-diff-K1,60.24,64.8,50.68,0.7228
eval,BrushlessMotor,ldn-diff-K16,37.18,72.88,53.11,0.6311
eval,BrushlessMotor,conf-soft-m0-ldnK1,55.7,65.64,48.11,0.6133
eval,BrushlessMotor,conf-soft-m30-ldnK1,55.74,65.48,48.05,0.6186
eval,HairDryer,raw-k1,67.58,36.84,49.74,0.8176
eval,HairDryer,conf-soft-m0-k1,44.78,57.34,50.58,0.4776
eval,HairDryer,conf-soft-m10-k1,54.12,50.04,49.95,0.6804
eval,HairDryer,conf-soft-m30-k1,59.0,44.46,50.0,0.7562
eval,HairDryer,conf-soft-m100-k1,63.72,40.2,49.79,0.7962
eval,HairDryer,conf-soft-m300-k1,66.1,38.28,49.58,0.8097
eval,HairDryer,ratio-soft-k1,45.18,56.36,49.95,0.4907
eval,HairDryer,zscore-soft-k1,46.08,55.62,49.84,0.5289
eval,HairDryer,conf-hard-m0-k1,42.3,58.98,50.79,0.5024
eval,HairDryer,conf-hard-m10-k1,53.12,51.38,50.63,0.6543
eval,HairDryer,conf-hard-m30-k1,57.98,45.64,50.16,0.7453
eval,HairDryer,conf-hard-m100-k1,63.56,40.64,49.95,0.7895
eval,HairDryer,conf-hard-m300-k1,65.96,38.42,49.53,0.8085
eval,HairDryer,ratio-hard-k1,41.16,60.28,49.89,0.4602
eval,HairDryer,zscore-hard-k1,41.18,59.7,50.37,0.5335
eval,HairDryer,raw-k2,67.34,31.8,49.05,0.9083
eval,HairDryer,conf-soft-m0-k2,42.1,56.98,50.0,0.4287
eval,HairDryer,conf-soft-m10-k2,52.48,47.36,49.63,0.7287
eval,HairDryer,conf-soft-m30-k2,58.02,41.36,49.68,0.8301
eval,HairDryer,conf-soft-m100-k2,63.34,36.52,49.95,0.88
eval,HairDryer,conf-soft-m300-k2,65.7,33.84,49.26,0.8966
eval,HairDryer,ratio-soft-k2,46.38,52.42,49.79,0.4901
eval,HairDryer,zscore-soft-k2,44.48,54.0,49.42,0.4592
eval,HairDryer,conf-hard-m0-k2,39.6,58.52,50.21,0.4374
eval,HairDryer,conf-hard-m10-k2,50.4,48.86,50.11,0.6931
eval,HairDryer,conf-hard-m30-k2,57.04,42.22,49.74,0.8139
eval,HairDryer,conf-hard-m100-k2,62.86,36.98,49.89,0.8745
eval,HairDryer,conf-hard-m300-k2,65.5,34.18,49.16,0.8952
eval,HairDryer,ratio-hard-k2,41.44,56.08,49.53,0.4295
eval,HairDryer,zscore-hard-k2,38.82,58.58,49.89,0.5008
eval,HairDryer,raw-k4,66.84,27.8,48.84,0.9669
eval,HairDryer,conf-soft-m0-k4,39.6,55.94,49.79,0.443
eval,HairDryer,conf-soft-m10-k4,49.38,44.24,49.53,0.7545
eval,HairDryer,conf-soft-m30-k4,56.08,39.16,49.42,0.8749
eval,HairDryer,conf-soft-m100-k4,62.58,33.64,49.21,0.9311
eval,HairDryer,conf-soft-m300-k4,65.38,30.12,49.0,0.9531
eval,HairDryer,ratio-soft-k4,43.1,50.56,49.16,0.5834
eval,HairDryer,zscore-soft-k4,42.68,50.96,49.21,0.5331
eval,HairDryer,conf-hard-m0-k4,36.76,58.22,50.05,0.4648
eval,HairDryer,conf-hard-m10-k4,46.94,45.48,49.79,0.7093
eval,HairDryer,conf-hard-m30-k4,54.9,39.56,49.68,0.8537
eval,HairDryer,conf-hard-m100-k4,61.48,33.8,49.26,0.9236
eval,HairDryer,conf-hard-m300-k4,65.16,30.12,49.11,0.9499
eval,HairDryer,ratio-hard-k4,36.52,56.56,49.58,0.4558
eval,HairDryer,zscore-hard-k4,36.14,57.12,49.68,0.5291
eval,HairDryer,ldn-ratio-K1,50.66,63.74,49.74,0.5453
eval,HairDryer,ldn-ratio-K16,43.3,70.64,52.68,0.5855
eval,HairDryer,ldn-diff-K1,48.58,64.58,49.95,0.6572
eval,HairDryer,ldn-diff-K16,30.06,72.2,50.37,0.6384
eval,HairDryer,conf-soft-m0-ldnK1,52.18,62.94,50.05,0.5378
eval,HairDryer,conf-soft-m30-ldnK1,52.12,62.9,49.79,0.5366
eval,HoveringDrone,raw-k1,76.84,40.34,57.37,0.7824
eval,HoveringDrone,conf-soft-m0-k1,62.8,69.22,56.16,0.5057
eval,HoveringDrone,conf-soft-m10-k1,69.4,59.34,56.53,0.5984
eval,HoveringDrone,conf-soft-m30-k1,73.46,51.44,56.79,0.6919
eval,HoveringDrone,conf-soft-m100-k1,75.64,45.44,57.47,0.7479
eval,HoveringDrone,conf-soft-m300-k1,76.38,42.32,57.26,0.7689
eval,HoveringDrone,ratio-soft-k1,62.94,69.36,56.74,0.521
eval,HoveringDrone,zscore-soft-k1,66.86,65.86,56.74,0.6113
eval,HoveringDrone,conf-hard-m0-k1,62.64,69.38,56.21,0.5063
eval,HoveringDrone,conf-hard-m10-k1,69.3,59.42,56.47,0.5978
eval,HoveringDrone,conf-hard-m30-k1,73.38,51.56,56.84,0.6919
eval,HoveringDrone,conf-hard-m100-k1,75.64,45.5,57.53,0.7477
eval,HoveringDrone,conf-hard-m300-k1,76.38,42.38,57.37,0.7689
eval,HoveringDrone,ratio-hard-k1,62.14,70.06,57.05,0.5176
eval,HoveringDrone,zscore-hard-k1,66.4,66.38,57.11,0.6057
eval,HoveringDrone,raw-k2,76.18,39.2,57.37,0.9129
eval,HoveringDrone,conf-soft-m0-k2,55.64,71.12,53.95,0.4436
eval,HoveringDrone,conf-soft-m10-k2,64.32,61.46,54.79,0.6503
eval,HoveringDrone,conf-soft-m30-k2,70.16,51.6,55.32,0.7954
eval,HoveringDrone,conf-soft-m100-k2,73.52,45.26,56.74,0.8675
eval,HoveringDrone,conf-soft-m300-k2,75.06,41.3,57.26,0.8877
eval,HoveringDrone,ratio-soft-k2,55.26,74.0,54.58,0.4909
eval,HoveringDrone,zscore-soft-k2,62.12,68.18,55.37,0.5893
eval,HoveringDrone,conf-hard-m0-k2,55.4,71.5,53.95,0.4592
eval,HoveringDrone,conf-hard-m10-k2,64.16,61.9,54.63,0.6493
eval,HoveringDrone,conf-hard-m30-k2,70.12,51.96,55.26,0.7952
eval,HoveringDrone,conf-hard-m100-k2,73.5,45.52,56.89,0.8673
eval,HoveringDrone,conf-hard-m300-k2,75.04,41.5,57.37,0.8877
eval,HoveringDrone,ratio-hard-k2,53.54,75.28,54.26,0.4725
eval,HoveringDrone,zscore-hard-k2,61.24,69.14,55.11,0.5871
eval,HoveringDrone,raw-k4,75.62,36.86,57.26,0.9853
eval,HoveringDrone,conf-soft-m0-k4,54.3,71.92,54.42,0.4836
eval,HoveringDrone,conf-soft-m10-k4,64.68,59.24,55.53,0.6863
eval,HoveringDrone,conf-soft-m30-k4,69.96,50.36,55.84,0.8414
eval,HoveringDrone,conf-soft-m100-k4,73.16,43.16,56.32,0.9198
eval,HoveringDrone,conf-soft-m300-k4,74.6,38.82,56.26,0.9523
eval,HoveringDrone,ratio-soft-k4,56.74,69.24,53.89,0.4259
eval,HoveringDrone,zscore-soft-k4,60.66,65.72,55.21,0.5796
eval,HoveringDrone,conf-hard-m0-k4,53.8,72.32,54.42,0.5339
eval,HoveringDrone,conf-hard-m10-k4,64.46,59.5,55.47,0.6846
eval,HoveringDrone,conf-hard-m30-k4,69.88,50.52,55.89,0.841
eval,HoveringDrone,conf-hard-m100-k4,73.14,43.24,56.32,0.9196
eval,HoveringDrone,conf-hard-m300-k4,74.64,38.82,56.32,0.9523
eval,HoveringDrone,ratio-hard-k4,54.18,71.76,54.05,0.5032
eval,HoveringDrone,zscore-hard-k4,59.36,67.38,55.0,0.6879
eval,HoveringDrone,ldn-ratio-K1,64.16,59.66,53.95,0.6416
eval,HoveringDrone,ldn-ratio-K16,37.72,84.9,53.89,0.7653
eval,HoveringDrone,ldn-diff-K1,66.28,60.51,56.16,0.7465
eval,HoveringDrone,ldn-diff-K16,26.34,76.46,52.68,0.9994
eval,HoveringDrone,conf-soft-m0-ldnK1,64.66,58.28,54.42,0.6024
eval,HoveringDrone,conf-soft-m30-ldnK1,64.84,58.14,54.32,0.6099
eval,RoboticArm,raw-k1,62.52,51.38,49.84,0.5992
eval,RoboticArm,conf-soft-m0-k1,44.3,70.52,50.47,0.4287
eval,RoboticArm,conf-soft-m10-k1,50.64,62.5,50.53,0.4933
eval,RoboticArm,conf-soft-m30-k1,56.68,57.44,50.53,0.5533
eval,RoboticArm,conf-soft-m100-k1,60.4,53.94,50.26,0.5855
eval,RoboticArm,conf-soft-m300-k1,61.48,52.44,49.95,0.5941
eval,RoboticArm,ratio-soft-k1,41.08,73.54,50.42,0.4994
eval,RoboticArm,zscore-soft-k1,47.44,65.96,50.89,0.4758
eval,RoboticArm,conf-hard-m0-k1,43.74,70.82,50.26,0.4495
eval,RoboticArm,conf-hard-m10-k1,50.22,62.64,50.42,0.4917
eval,RoboticArm,conf-hard-m30-k1,56.54,57.58,50.42,0.5519
eval,RoboticArm,conf-hard-m100-k1,60.34,53.94,50.16,0.5846
eval,RoboticArm,conf-hard-m300-k1,61.48,52.4,49.89,0.5941
eval,RoboticArm,ratio-hard-k1,39.98,74.0,50.16,0.5105
eval,RoboticArm,zscore-hard-k1,46.92,66.32,50.84,0.4905
eval,RoboticArm,raw-k2,64.9,50.58,49.26,0.6762
eval,RoboticArm,conf-soft-m0-k2,43.46,71.7,50.68,0.4796
eval,RoboticArm,conf-soft-m10-k2,53.84,62.06,50.53,0.5412
eval,RoboticArm,conf-soft-m30-k2,59.7,56.92,49.63,0.6143
eval,RoboticArm,conf-soft-m100-k2,62.76,53.64,49.79,0.6483
eval,RoboticArm,conf-soft-m300-k2,64.12,52.22,49.32,0.6653
eval,RoboticArm,ratio-soft-k2,38.96,76.5,50.53,0.5578
eval,RoboticArm,zscore-soft-k2,48.88,67.24,50.89,0.5271
eval,RoboticArm,conf-hard-m0-k2,42.58,72.06,50.74,0.521
eval,RoboticArm,conf-hard-m10-k2,53.3,62.26,50.74,0.5303
eval,RoboticArm,conf-hard-m30-k2,59.44,57.1,49.84,0.6083
eval,RoboticArm,conf-hard-m100-k2,62.64,53.6,49.84,0.6455
eval,RoboticArm,conf-hard-m300-k2,64.1,52.16,49.32,0.6646
eval,RoboticArm,ratio-hard-k2,36.8,77.08,50.32,0.5816
eval,RoboticArm,zscore-hard-k2,47.92,67.5,50.79,0.5394
eval,RoboticArm,raw-k4,68.22,43.84,50.0,0.8764
eval,RoboticArm,conf-soft-m0-k4,43.76,70.74,50.68,0.4592
eval,RoboticArm,conf-soft-m10-k4,51.34,61.08,50.95,0.6697
eval,RoboticArm,conf-soft-m30-k4,58.66,56.22,50.89,0.7909
eval,RoboticArm,conf-soft-m100-k4,64.98,51.92,51.05,0.8444
eval,RoboticArm,conf-soft-m300-k4,66.62,48.74,50.53,0.8624
eval,RoboticArm,ratio-soft-k4,41.46,76.44,50.84,0.4713
eval,RoboticArm,zscore-soft-k4,46.62,69.08,51.11,0.5236
eval,RoboticArm,conf-hard-m0-k4,41.64,70.84,50.68,0.5127
eval,RoboticArm,conf-hard-m10-k4,50.4,60.66,50.89,0.6511
eval,RoboticArm,conf-hard-m30-k4,58.18,55.92,50.95,0.7782
eval,RoboticArm,conf-hard-m100-k4,64.58,51.8,51.42,0.84
eval,RoboticArm,conf-hard-m300-k4,66.54,48.6,50.53,0.8606
eval,RoboticArm,ratio-hard-k4,37.34,76.1,50.68,0.4448
eval,RoboticArm,zscore-hard-k4,44.68,69.34,50.89,0.5368
eval,RoboticArm,ldn-ratio-K1,46.22,74.24,50.42,0.599
eval,RoboticArm,ldn-ratio-K16,36.2,79.86,54.26,0.5226
eval,RoboticArm,ldn-diff-K1,53.2,70.96,51.11,0.6741
eval,RoboticArm,ldn-diff-K16,25.4,75.5,49.89,0.7519
eval,RoboticArm,conf-soft-m0-ldnK1,46.42,74.1,50.42,0.5402
eval,RoboticArm,conf-soft-m30-ldnK1,46.74,73.94,50.47,0.5434
eval,Scanner,raw-k1,90.82,73.78,59.47,0.8426
eval,Scanner,conf-soft-m0-k1,80.82,75.76,54.47,0.6224
eval,Scanner,conf-soft-m10-k1,85.24,75.62,56.05,0.7885
eval,Scanner,conf-soft-m30-k1,87.84,75.38,57.0,0.824
eval,Scanner,conf-soft-m100-k1,89.44,74.26,57.53,0.8372
eval,Scanner,conf-soft-m300-k1,90.32,73.92,58.58,0.8392
eval,Scanner,ratio-soft-k1,83.02,75.32,56.05,0.6869
eval,Scanner,zscore-soft-k1,85.6,76.2,56.74,0.6762
eval,Scanner,conf-hard-m0-k1,81.6,75.74,54.58,0.6079
eval,Scanner,conf-hard-m10-k1,85.56,76.26,55.21,0.7533
eval,Scanner,conf-hard-m30-k1,88.22,76.28,56.37,0.8105
eval,Scanner,conf-hard-m100-k1,89.72,75.06,56.89,0.8337
eval,Scanner,conf-hard-m300-k1,90.28,74.26,58.05,0.8392
eval,Scanner,ratio-hard-k1,80.74,74.96,54.63,0.6527
eval,Scanner,zscore-hard-k1,84.78,76.68,55.95,0.6345
eval,Scanner,raw-k2,91.2,73.58,60.47,0.8519
eval,Scanner,conf-soft-m0-k2,80.42,76.78,54.84,0.6786
eval,Scanner,conf-soft-m10-k2,85.48,76.96,56.53,0.8048
eval,Scanner,conf-soft-m30-k2,87.58,75.7,57.47,0.8345
eval,Scanner,conf-soft-m100-k2,89.58,74.2,58.58,0.8457
eval,Scanner,conf-soft-m300-k2,90.5,73.82,59.16,0.8499
eval,Scanner,ratio-soft-k2,80.76,75.14,54.89,0.7642
eval,Scanner,zscore-soft-k2,85.16,76.56,57.16,0.7279
eval,Scanner,conf-hard-m0-k2,80.94,75.4,54.84,0.6081
eval,Scanner,conf-hard-m10-k2,85.72,76.78,55.32,0.784
eval,Scanner,conf-hard-m30-k2,88.6,77.26,57.05,0.8277
eval,Scanner,conf-hard-m100-k2,90.04,75.18,57.89,0.8436
eval,Scanner,conf-hard-m300-k2,90.78,74.14,58.74,0.8487
eval,Scanner,ratio-hard-k2,76.3,73.86,54.84,0.6651
eval,Scanner,zscore-hard-k2,84.28,76.72,56.0,0.6495
eval,Scanner,raw-k4,91.16,70.04,61.63,0.8511
eval,Scanner,conf-soft-m0-k4,79.18,74.58,52.42,0.6966
eval,Scanner,conf-soft-m10-k4,84.38,72.92,54.68,0.8046
eval,Scanner,conf-soft-m30-k4,87.36,71.88,57.74,0.8293
eval,Scanner,conf-soft-m100-k4,89.46,71.06,60.0,0.8434
eval,Scanner,conf-soft-m300-k4,90.26,70.42,60.0,0.8485
eval,Scanner,ratio-soft-k4,82.68,74.7,54.95,0.782
eval,Scanner,zscore-soft-k4,85.0,74.5,56.63,0.7566
eval,Scanner,conf-hard-m0-k4,79.14,72.88,54.58,0.6242
eval,Scanner,conf-hard-m10-k4,84.9,73.56,54.63,0.7863
eval,Scanner,conf-hard-m30-k4,87.94,72.9,55.84,0.8289
eval,Scanner,conf-hard-m100-k4,89.84,71.42,58.79,0.8426
eval,Scanner,conf-hard-m300-k4,90.42,70.7,59.79,0.8481
eval,Scanner,ratio-hard-k4,78.54,72.94,54.58,0.716
eval,Scanner,zscore-hard-k4,83.16,73.9,54.89,0.6885
eval,Scanner,ldn-ratio-K1,90.54,79.2,65.42,0.5673
eval,Scanner,ldn-ratio-K16,63.02,62.92,53.58,0.4081
eval,Scanner,ldn-diff-K1,90.02,78.68,65.58,0.6899
eval,Scanner,ldn-diff-K16,65.06,52.64,51.63,0.5962
eval,Scanner,conf-soft-m0-ldnK1,90.62,79.18,65.37,0.5594
eval,Scanner,conf-soft-m30-ldnK1,90.62,79.12,65.26,0.5616
eval,ToothBrush,raw-k1,78.12,61.8,56.63,0.9378
eval,ToothBrush,conf-soft-m0-k1,40.56,86.3,55.63,0.4525
eval,ToothBrush,conf-soft-m10-k1,45.0,84.8,55.21,0.7378
eval,ToothBrush,conf-soft-m30-k1,49.62,82.0,55.11,0.8523
eval,ToothBrush,conf-soft-m100-k1,58.9,76.28,57.68,0.9095
eval,ToothBrush,conf-soft-m300-k1,69.14,70.96,60.26,0.9265
eval,ToothBrush,ratio-soft-k1,33.98,86.98,54.68,0.4412
eval,ToothBrush,zscore-soft-k1,42.78,85.26,56.74,0.5473
eval,ToothBrush,conf-hard-m0-k1,37.34,86.44,54.37,0.4471
eval,ToothBrush,conf-hard-m10-k1,42.68,85.14,54.37,0.7321
eval,ToothBrush,conf-hard-m30-k1,47.7,82.54,54.37,0.8473
eval,ToothBrush,conf-hard-m100-k1,57.58,76.58,56.53,0.9079
eval,ToothBrush,conf-hard-m300-k1,68.66,71.14,60.26,0.9259
eval,ToothBrush,ratio-hard-k1,32.2,87.52,54.37,0.4113
eval,ToothBrush,zscore-hard-k1,40.88,86.02,56.26,0.523
eval,ToothBrush,raw-k2,79.3,56.38,57.26,0.9604
eval,ToothBrush,conf-soft-m0-k2,42.96,86.6,56.11,0.4309
eval,ToothBrush,conf-soft-m10-k2,47.16,85.24,55.58,0.7398
eval,ToothBrush,conf-soft-m30-k2,52.02,82.88,55.37,0.8632
eval,ToothBrush,conf-soft-m100-k2,61.62,77.12,57.47,0.9303
eval,ToothBrush,conf-soft-m300-k2,70.8,70.94,60.74,0.9481
eval,ToothBrush,ratio-soft-k2,35.9,87.38,55.11,0.4275
eval,ToothBrush,zscore-soft-k2,47.94,84.56,58.47,0.5085
eval,ToothBrush,conf-hard-m0-k2,38.72,86.66,54.47,0.4418
eval,ToothBrush,conf-hard-m10-k2,43.56,85.6,54.47,0.7271
eval,ToothBrush,conf-hard-m30-k2,48.84,83.58,54.47,0.8572
eval,ToothBrush,conf-hard-m100-k2,59.28,77.62,55.95,0.9289
eval,ToothBrush,conf-hard-m300-k2,69.98,71.1,60.53,0.9475
eval,ToothBrush,ratio-hard-k2,33.42,87.74,54.47,0.4331
eval,ToothBrush,zscore-hard-k2,46.0,85.3,58.05,0.4727
eval,ToothBrush,raw-k4,81.36,50.0,58.47,0.9915
eval,ToothBrush,conf-soft-m0-k4,44.5,86.3,56.79,0.3844
eval,ToothBrush,conf-soft-m10-k4,49.08,85.06,56.47,0.7606
eval,ToothBrush,conf-soft-m30-k4,54.06,82.38,56.32,0.8893
eval,ToothBrush,conf-soft-m100-k4,63.78,76.98,58.53,0.9598
eval,ToothBrush,conf-soft-m300-k4,72.2,69.06,61.95,0.9772
eval,ToothBrush,ratio-soft-k4,38.62,87.02,55.84,0.4786
eval,ToothBrush,zscore-soft-k4,53.78,83.9,60.0,0.4665
eval,ToothBrush,conf-hard-m0-k4,38.44,86.66,54.79,0.4299
eval,ToothBrush,conf-hard-m10-k4,43.54,85.58,54.79,0.7366
eval,ToothBrush,conf-hard-m30-k4,49.56,83.26,54.79,0.8776
eval,ToothBrush,conf-hard-m100-k4,60.84,77.96,56.58,0.9558
