split,machine,config,auc_source,auc_target,pauc,balance_ks
eval,Vacuum,conf-hard-m300-k2,92.82,69.88,63.84,0.9711
eval,Vacuum,ratio-hard-k2,82.98,88.5,66.26,0.6562
eval,Vacuum,zscore-hard-k2,85.7,85.08,63.32,0.6885
eval,Vacuum,raw-k4,91.18,55.1,59.26,0.9962
eval,Vacuum,conf-soft-m0-k4,72.5,89.66,64.21,0.5457
eval,Vacuum,conf-soft-m10-k4,80.48,87.42,64.32,0.7081
eval,Vacuum,conf-soft-m30-k4,85.8,82.06,65.0,0.8632
eval,Vacuum,conf-soft-m100-k4,89.94,72.94,64.47,0.9396
eval,Vacuum,conf-soft-m300-k4,90.84,64.48,63.63,0.9723
eval,Vacuum,ratio-soft-k4,73.18,89.22,63.89,0.5786
eval,Vacuum,zscore-soft-k4,77.62,86.9,65.47,0.7287
eval,Vacuum,conf-hard-m0-k4,72.5,89.66,64.21,0.5457
eval,Vacuum,conf-hard-m10-k4,80.48,87.42,64.32,0.7081
eval,Vacuum,conf-hard-m30-k4,85.8,82.06,65.0,0.8632
eval,Vacuum,conf-hard-m100-k4,89.94,72.94,64.47,0.9396
eval,Vacuum,conf-hard-m300-k4,90.84,64.48,63.63,0.9723
eval,Vacuum,ratio-hard-k4,73.18,89.22,63.89,0.5786
eval,Vacuum,zscore-hard-k4,77.62,86.9,65.47,0.7287
eval,Vacuum,ldn-ratio-K1,81.16,82.04,65.58,0.5634
eval,Vacuum,ldn-ratio-K16,46.98,92.22,67.11,0.9998
eval,Vacuum,ldn-diff-K1,80.9,80.48,66.16,0.6578
eval,Vacuum,ldn-diff-K16,27.34,75.94,50.89,1.0
eval,Vacuum,conf-soft-m0-ldnK1,82.54,81.9,65.68,0.5204
eval,Vacuum,conf-soft-m30-ldnK1,82.4,81.9,65.63,0.5244
eval,ToyTank,raw-k1,81.4,41.72,57.95,0.9519
eval,ToyTank,conf-soft-m0-k1,68.98,70.94,59.89,0.5374
eval,ToyTank,conf-soft-m10-k1,73.42,62.12,58.95,0.7382
eval,ToyTank,conf-soft-m30-k1,75.92,56.9,58.53,0.8535
eval,ToyTank,conf-soft-m100-k1,79.82,51.28,58.11,0.9202
eval,ToyTank,conf-soft-m300-k1,80.8,45.36,57.95,0.9384
eval,ToyTank,ratio-soft-k1,59.48,73.9,60.79,0.4848
eval,ToyTank,zscore-soft-k1,69.7,69.26,59.05,0.5394
eval,ToyTank,conf-hard-m0-k1,68.98,70.92,59.89,0.5374
eval,ToyTank,conf-hard-m10-k1,73.42,62.1,58.95,0.7382
eval,ToyTank,conf-hard-m30-k1,75.92,56.88,58.53,0.8535
eval,ToyTank,conf-hard-m100-k1,79.82,51.26,58.11,0.9202
eval,ToyTank,conf-hard-m300-k1,80.8,45.34,57.95,0.9384
eval,ToyTank,ratio-hard-k1,59.48,73.88,60.79,0.4848
eval,ToyTank,zscore-hard-k1,69.7,69.24,59.05,0.5394
eval,ToyTank,raw-k2,81.46,38.88,57.37,0.9782
eval,ToyTank,conf-soft-m0-k2,62.44,72.72,60.74,0.4632
eval,ToyTank,conf-soft-m10-k2,68.7,62.9,59.21,0.6917
eval,ToyTank,conf-soft-m30-k2,73.04,58.2,58.95,0.8469
eval,ToyTank,conf-soft-m100-k2,78.78,50.54,57.21,0.9289
eval,ToyTank,conf-soft-m300-k2,80.94,43.42,57.32,0.9598
eval,ToyTank,ratio-soft-k2,57.14,73.64,60.79,0.4562
eval,ToyTank,zscore-soft-k2,63.0,73.76,59.63,0.5034
eval,ToyTank,conf-hard-m0-k2,62.44,72.7,60.74,0.4632
eval,ToyTank,conf-hard-m10-k2,68.7,62.88,59.21,0.6917
eval,ToyTank,conf-hard-m30-k2,73.04,58.18,58.95,0.8469
eval,ToyTank,conf-hard-m100-k2,78.78,50.52,57.21,0.9289
eval,ToyTank,conf-hard-m300-k2,80.94,43.42,57.32,0.9598
eval,ToyTank,ratio-hard-k2,57.06,73.6,60.63,0.4562
eval,ToyTank,zscore-hard-k2,63.0,73.76,59.63,0.5032
eval,ToyTank,raw-k4,81.2,36.62,57.11,0.9915
eval,ToyTank,conf-soft-m0-k4,53.22,79.56,59.58,0.538
eval,ToyTank,conf-soft-m10-k4,62.2,67.58,60.11,0.6766
eval,ToyTank,conf-soft-m30-k4,67.16,60.14,59.95,0.8477
eval,ToyTank,conf-soft-m100-k4,78.64,52.54,60.05,0.9418
eval,ToyTank,conf-soft-m300-k4,80.92,42.14,57.79,0.9715
eval,ToyTank,ratio-soft-k4,51.36,80.34,59.79,0.5063
eval,ToyTank,zscore-soft-k4,50.5,81.42,59.84,0.6364
eval,ToyTank,conf-hard-m0-k4,53.12,79.58,59.37,0.5386
eval,ToyTank,conf-hard-m10-k4,62.2,67.58,60.11,0.6764
eval,ToyTank,conf-hard-m30-k4,67.16,60.14,59.95,0.8477
eval,ToyTank,conf-hard-m100-k4,78.64,52.54,60.05,0.9418
eval,ToyTank,conf-hard-m300-k4,80.92,42.14,57.79,0.9713
eval,ToyTank,ratio-hard-k4,50.92,80.36,58.68,0.5085
eval,ToyTank,zscore-hard-k4,50.5,81.44,59.84,0.6362
eval,ToyTank,ldn-ratio-K1,72.8,73.12,63.53,0.6665
eval,ToyTank,ldn-ratio-K16,44.88,87.12,62.21,0.9838
eval,ToyTank,ldn-diff-K1,72.94,73.7,62.68,0.7384
eval,ToyTank,ldn-diff-K16,21.16,80.74,51.16,1.0
eval,ToyTank,conf-soft-m0-ldnK1,75.16,70.24,64.0,0.6051
eval,ToyTank,conf-soft-m30-ldnK1,74.98,70.52,63.68,0.616
eval,ToyNscale,raw-k1,84.88,52.98,55.95,0.6683
eval,ToyNscale,conf-soft-m0-k1,77.94,69.22,57.95,0.4903
eval,ToyNscale,conf-soft-m10-k1,81.52,62.74,58.11,0.6042
eval,ToyNscale,conf-soft-m30-k1,83.16,57.98,57.42,0.6386
eval,ToyNscale,conf-soft-m100-k1,84.2,55.04,56.32,0.658
eval,ToyNscale,conf-soft-m300-k1,84.48,53.84,55.89,0.662
eval,ToyNscale,ratio-soft-k1,79.82,64.54,59.63,0.5418
eval,ToyNscale,zscore-soft-k1,80.66,62.2,59.42,0.5679
eval,ToyNscale,conf-hard-m0-k1,78.9,67.16,59.0,0.5331
eval,ToyNscale,conf-hard-m10-k1,81.98,63.44,59.26,0.5659
eval,ToyNscale,conf-hard-m30-k1,83.46,60.06,59.63,0.6299
eval,ToyNscale,conf-hard-m100-k1,84.32,56.28,57.68,0.6541
eval,ToyNscale,conf-hard-m300-k1,84.58,54.7,56.63,0.662
eval,ToyNscale,ratio-hard-k1,77.24,67.12,59.0,0.497
eval,ToyNscale,zscore-hard-k1,79.24,64.08,59.05,0.5657
eval,ToyNscale,raw-k2,83.86,51.86,54.16,0.7483
eval,ToyNscale,conf-soft-m0-k2,75.74,67.84,56.95,0.4966
eval,ToyNscale,conf-soft-m10-k2,79.68,61.38,56.21,0.6511
eval,ToyNscale,conf-soft-m30-k2,81.86,56.86,55.0,0.7038
eval,ToyNscale,conf-soft-m100-k2,83.22,53.92,54.47,0.7309
eval,ToyNscale,conf-soft-m300-k2,83.58,52.74,54.37,0.7406
eval,ToyNscale,ratio-soft-k2,78.76,63.86,57.84,0.5636
eval,ToyNscale,zscore-soft-k2,78.84,62.06,56.79,0.5396
eval,ToyNscale,conf-hard-m0-k2,76.82,66.74,58.37,0.5046
eval,ToyNscale,conf-hard-m10-k2,80.48,62.88,58.58,0.6079
eval,ToyNscale,conf-hard-m30-k2,82.04,58.86,56.74,0.6885
eval,ToyNscale,conf-hard-m100-k2,83.16,55.14,54.95,0.7255
eval,ToyNscale,conf-hard-m300-k2,83.56,53.3,54.37,0.736
eval,ToyNscale,ratio-hard-k2,76.12,67.02,58.37,0.4788
eval,ToyNscale,zscore-hard-k2,76.9,65.02,58.47,0.5364
eval,ToyNscale,raw-k4,82.22,48.36,53.32,0.8285
eval,ToyNscale,conf-soft-m0-k4,72.74,66.26,55.63,0.5109
eval,ToyNscale,conf-soft-m10-k4,77.32,59.1,55.84,0.6913
eval,ToyNscale,conf-soft-m30-k4,79.68,53.92,54.63,0.7657
eval,ToyNscale,conf-soft-m100-k4,81.24,51.24,54.16,0.802
eval,ToyNscale,conf-soft-m300-k4,81.96,49.56,53.74,0.8121
eval,ToyNscale,ratio-soft-k4,76.66,61.56,56.63,0.5863
eval,ToyNscale,zscore-soft-k4,75.7,61.56,56.26,0.5442
eval,ToyNscale,conf-hard-m0-k4,73.82,65.32,57.63,0.497
eval,ToyNscale,conf-hard-m10-k4,77.66,61.94,57.84,0.6352
eval,ToyNscale,conf-hard-m30-k4,79.84,56.26,56.11,0.7382
eval,ToyNscale,conf-hard-m100-k4,81.24,52.0,54.16,0.7949
eval,ToyNscale,conf-hard-m300-k4,81.8,50.14,53.84,0.8101
eval,ToyNscale,ratio-hard-k4,73.9,66.2,57.63,0.4608
eval,ToyNscale,zscore-hard-k4,73.94,64.9,57.79,0.5123
eval,ToyNscale,ldn-ratio-K1,76.32,63.64,60.89,0.5147
eval,ToyNscale,ldn-ratio-K16,81.54,67.88,62.63,0.4808
eval,ToyNscale,ldn-diff-K1,78.48,58.86,59.53,0.5873
eval,ToyNscale,ldn-diff-K16,36.24,63.28,49.16,0.4788
eval,ToyNscale,conf-soft-m0-ldnK1,76.58,64.0,61.21,0.5018
eval,ToyNscale,conf-soft-m30-ldnK1,76.72,63.66,61.21,0.5051
eval,ToyDrone,raw-k1,87.02,26.9,49.05,0.9661
eval,ToyDrone,conf-soft-m0-k1,58.84,60.08,52.16,0.4545
eval,ToyDrone,conf-soft-m10-k1,73.52,51.48,51.63,0.6929
eval,ToyDrone,conf-soft-m30-k1,81.94,44.0,50.11,0.8471
eval,ToyDrone,conf-soft-m100-k1,85.16,34.7,49.63,0.9246
eval,ToyDrone,conf-soft-m300-k1,86.18,30.68,48.89,0.9483
eval,ToyDrone,ratio-soft-k1,62.64,56.58,51.89,0.4065
eval,ToyDrone,zscore-soft-k1,59.36,56.04,50.68,0.5067
eval,ToyDrone,conf-hard-m0-k1,57.3,61.02,53.16,0.5073
eval,ToyDrone,conf-hard-m10-k1,72.52,52.76,52.0,0.6687
eval,ToyDrone,conf-hard-m30-k1,81.32,44.78,50.74,0.839
eval,ToyDrone,conf-hard-m100-k1,85.06,35.2,49.58,0.9188
eval,ToyDrone,conf-hard-m300-k1,86.16,30.84,48.89,0.9477
eval,ToyDrone,ratio-hard-k1,58.42,60.56,53.0,0.5115
eval,ToyDrone,zscore-hard-k1,55.48,59.08,51.63,0.5929
eval,ToyDrone,raw-k2,86.86,23.26,48.95,0.9875
eval,ToyDrone,conf-soft-m0-k2,53.54,60.22,51.53,0.4362
eval,ToyDrone,conf-soft-m10-k2,69.98,51.12,50.68,0.7103
eval,ToyDrone,conf-soft-m30-k2,79.96,42.9,49.68,0.8677
eval,ToyDrone,conf-soft-m100-k2,84.8,32.58,49.32,0.944
eval,ToyDrone,conf-soft-m300-k2,85.82,27.1,49.05,0.9669
eval,ToyDrone,ratio-soft-k2,59.34,56.34,51.79,0.3628
eval,ToyDrone,zscore-soft-k2,53.24,56.3,50.16,0.5422
eval,ToyDrone,conf-hard-m0-k2,51.98,60.88,52.89,0.4798
eval,ToyDrone,conf-hard-m10-k2,68.74,52.3,51.37,0.6873
eval,ToyDrone,conf-hard-m30-k2,79.28,44.0,50.11,0.8562
eval,ToyDrone,conf-hard-m100-k2,84.68,33.48,49.32,0.9414
eval,ToyDrone,conf-hard-m300-k2,85.76,27.58,48.95,0.9642
eval,ToyDrone,ratio-hard-k2,53.2,61.08,53.63,0.5
eval,ToyDrone,zscore-hard-k2,49.5,59.92,51.0,0.6291
eval,ToyDrone,raw-k4,87.2,20.18,49.21,0.9929
eval,ToyDrone,conf-soft-m0-k4,52.44,60.54,50.79,0.3883
eval,ToyDrone,conf-soft-m10-k4,71.04,51.64,50.84,0.7309
eval,ToyDrone,conf-soft-m30-k4,79.14,41.88,50.42,0.8768
eval,ToyDrone,conf-soft-m100-k4,84.52,29.98,49.63,0.9473
eval,ToyDrone,conf-soft-m300-k4,86.18,22.9,49.53,0.9719
eval,ToyDrone,ratio-soft-k4,59.8,55.5,52.0,0.4459
eval,ToyDrone,zscore-soft-k4,52.54,55.62,50.53,0.4903
eval,ToyDrone,conf-hard-m0-k4,50.36,61.04,52.47,0.4263
eval,ToyDrone,conf-hard-m10-k4,69.8,52.08,51.63,0.7022
eval,ToyDrone,conf-hard-m30-k4,78.28,43.28,50.95,0.8626
eval,ToyDrone,conf-hard-m100-k4,83.98,30.44,49.63,0.9444
eval,ToyDrone,conf-hard-m300-k4,86.04,23.14,49.37,0.9707
eval,ToyDrone,ratio-hard-k4,51.34,61.38,53.58,0.3907
eval,ToyDrone,zscore-hard-k4,48.0,60.04,51.63,0.5541
eval,ToyDrone,ldn-ratio-K1,53.94,60.56,52.32,0.6285
eval,ToyDrone,ldn-ratio-K16,39.22,69.82,55.0,0.6887
eval,ToyDrone,ldn-diff-K1,52.22,57.22,50.0,0.7376
eval,ToyDrone,ldn-diff-K16,46.98,58.3,52.16,0.6436
eval,ToyDrone,conf-soft-m0-ldnK1,55.84,60.28,52.26,0.5846
eval,ToyDrone,conf-soft-m30-ldnK1,55.66,60.24,52.26,0.5919
eval,bandsaw,raw-k1,60.11,44.68,49.48,0.3277
eval,bandsaw,conf-soft-m0-k1,59.89,44.86,49.31,0.3265
eval,bandsaw,conf-soft-m10-k1,60.09,44.79,49.48,0.3275
eval,bandsaw,conf-soft-m30-k1,60.07,44.79,49.48,0.3269
eval,bandsaw,conf-soft-m100-k1,60.03,44.75,49.42,0.3277
eval,bandsaw,conf-soft-m300-k1,60.11,44.7,49.42,0.3277
eval,bandsaw,ratio-soft-k1,60.17,44.5,49.54,0.3313
eval,bandsaw,zscore-soft-k1,60.07,45.09,49.48,0.3349
eval,bandsaw,conf-hard-m0-k1,60.13,44.7,49.48,0.3273
eval,bandsaw,conf-hard-m10-k1,60.11,44.7,49.48,0.3275
eval,bandsaw,conf-hard-m30-k1,60.15,44.68,49.48,0.3277
eval,bandsaw,conf-hard-m100-k1,60.15,44.68,49.48,0.3277
eval,bandsaw,conf-hard-m300-k1,60.13,44.68,49.48,0.3277
eval,bandsaw,ratio-hard-k1,60.15,44.75,49.48,0.3271
eval,bandsaw,zscore-hard-k1,59.93,44.54,49.48,0.3271
eval,bandsaw,raw-k2,61.48,44.93,49.97,0.3141
eval,bandsaw,conf-soft-m0-k2,61.4,45.37,49.75,0.3083
eval,bandsaw,conf-soft-m10-k2,61.4,45.09,49.75,0.3115
eval,bandsaw,conf-soft-m30-k2,61.44,45.09,49.75,0.3125
eval,bandsaw,conf-soft-m100-k2,61.48,45.02,49.92,0.3127
eval,bandsaw,conf-soft-m300-k2,61.5,45.0,49.97,0.3135
eval,bandsaw,ratio-soft-k2,61.38,45.11,49.8,0.3048
eval,bandsaw,zscore-soft-k2,61.28,45.21,49.92,0.3131
eval,bandsaw,conf-hard-m0-k2,61.46,44.89,49.97,0.3137
eval,bandsaw,conf-hard-m10-k2,61.46,44.91,49.97,0.3143
eval,bandsaw,conf-hard-m30-k2,61.46,44.93,49.97,0.3143
eval,bandsaw,conf-hard-m100-k2,61.46,44.93,49.97,0.3141
eval,bandsaw,conf-hard-m300-k2,61.48,44.93,49.97,0.3141
eval,bandsaw,ratio-hard-k2,61.44,44.86,49.97,0.3145
eval,bandsaw,zscore-hard-k2,61.32,44.79,49.97,0.3133
eval,bandsaw,raw-k4,58.8,45.25,49.2,0.2958
eval,bandsaw,conf-soft-m0-k4,58.88,45.91,49.21,0.2913
eval,bandsaw,conf-soft-m10-k4,58.84,45.73,49.25,0.2929
eval,bandsaw,conf-soft-m30-k4,58.88,45.48,49.25,0.2943
eval,bandsaw,conf-soft-m100-k4,58.82,45.34,49.2,0.2947
eval,bandsaw,conf-soft-m300-k4,58.78,45.32,49.2,0.2954
eval,bandsaw,ratio-soft-k4,58.8,45.59,49.14,0.2905
eval,bandsaw,zscore-soft-k4,58.78,45.75,49.2,0.2945
eval,bandsaw,conf-hard-m0-k4,58.7,45.21,49.2,0.296
eval,bandsaw,conf-hard-m10-k4,58.74,45.21,49.2,0.2958
eval,bandsaw,conf-hard-m30-k4,58.74,45.21,49.2,0.2958
eval,bandsaw,conf-hard-m100-k4,58.76,45.23,49.2,0.2958
eval,bandsaw,conf-hard-m300-k4,58.76,45.25,49.2,0.2958
eval,bandsaw,ratio-hard-k4,58.74,45.21,49.2,0.2958
eval,bandsaw,zscore-hard-k4,58.56,45.09,49.2,0.2962
eval,bandsaw,ldn-ratio-K1,60.68,40.46,49.1,0.4752
eval,bandsaw,ldn-ratio-K16,62.95,39.54,48.47,0.3467
eval,bandsaw,ldn-diff-K1,58.7,40.68,49.41,0.4541
eval,bandsaw,ldn-diff-K16,48.54,48.97,49.22,0.3711
eval,bandsaw,conf-soft-m0-ldnK1,60.29,40.14,49.16,0.4798
eval,bandsaw,conf-soft-m30-ldnK1,60.34,40.18,49.16,0.4798
eval,grinder,raw-k1,71.47,48.88,59.29,0.6061
eval,grinder,conf-soft-m0-k1,68.93,54.58,54.35,0.5299
eval,grinder,conf-soft-m10-k1,70.08,52.14,56.59,0.5788
eval,grinder,conf-soft-m30-k1,70.36,51.02,57.4,0.5939
eval,grinder,conf-soft-m100-k1,71.04,50.34,58.95,0.6
eval,grinder,conf-soft-m300-k1,71.29,49.66,59.23,0.602
eval,grinder,ratio-soft-k1,70.08,54.34,58.56,0.5412
eval,grinder,zscore-soft-k1,70.16,54.34,58.63,0.542
eval,grinder,conf-hard-m0-k1,71.11,54.78,59.7,0.5483
eval,grinder,conf-hard-m10-k1,71.26,52.68,59.7,0.6024
eval,grinder,conf-hard-m30-k1,71.36,51.36,59.7,0.6032
eval,grinder,conf-hard-m100-k1,71.41,50.19,59.96,0.6036
eval,grinder,conf-hard-m300-k1,71.45,49.71,60.0,0.604
eval,grinder,ratio-hard-k1,71.19,54.73,59.7,0.5491
eval,grinder,zscore-hard-k1,71.26,54.78,59.7,0.5907
eval,grinder,raw-k2,71.0,50.0,59.4,0.5889
eval,grinder,conf-soft-m0-k2,68.44,54.48,54.16,0.5053
eval,grinder,conf-soft-m10-k2,69.49,53.27,56.29,0.5586
eval,grinder,conf-soft-m30-k2,69.8,52.1,57.02,0.579
eval,grinder,conf-soft-m100-k2,70.54,51.27,58.71,0.5855
eval,grinder,conf-soft-m300-k2,70.83,50.68,59.34,0.5877
eval,grinder,ratio-soft-k2,70.01,54.53,58.56,0.5137
eval,grinder,zscore-soft-k2,70.03,54.19,58.44,0.5166
eval,grinder,conf-hard-m0-k2,70.62,55.9,59.75,0.5131
eval,grinder,conf-hard-m10-k2,70.77,54.24,59.75,0.5818
eval,grinder,conf-hard-m30-k2,70.86,52.83,59.73,0.5855
eval,grinder,conf-hard-m100-k2,70.91,51.66,59.55,0.5875
eval,grinder,conf-hard-m300-k2,70.98,50.78,59.55,0.5879
eval,grinder,ratio-hard-k2,70.72,56.24,59.75,0.5188
eval,grinder,zscore-hard-k2,70.73,56.24,59.75,0.5768
eval,grinder,raw-k4,70.75,49.51,58.38,0.5683
eval,grinder,conf-soft-m0-k4,67.54,54.92,53.9,0.4998
eval,grinder,conf-soft-m10-k4,69.29,53.27,55.7,0.5438
eval,grinder,conf-soft-m30-k4,69.83,51.27,56.15,0.5568
eval,grinder,conf-soft-m100-k4,70.39,50.44,57.77,0.5628
eval,grinder,conf-soft-m300-k4,70.44,50.29,58.09,0.5651
eval,grinder,ratio-soft-k4,69.34,53.36,57.18,0.4901
eval,grinder,zscore-soft-k4,69.4,53.22,57.31,0.4941
eval,grinder,conf-hard-m0-k4,70.11,55.65,59.06,0.5329
eval,grinder,conf-hard-m10-k4,70.42,54.14,59.06,0.5608
eval,grinder,conf-hard-m30-k4,70.54,52.83,59.02,0.5624
eval,grinder,conf-hard-m100-k4,70.63,51.27,58.58,0.5667
eval,grinder,conf-hard-m300-k4,70.73,50.44,59.0,0.5677
eval,grinder,ratio-hard-k4,70.4,55.75,59.06,0.5071
eval,grinder,zscore-hard-k4,70.42,55.51,59.06,0.5608
eval,grinder,ldn-ratio-K1,60.86,54.24,54.16,0.5347
eval,grinder,ldn-ratio-K16,63.54,54.24,56.52,0.6624
eval,grinder,ldn-diff-K1,60.63,55.65,58.71,0.5689
eval,grinder,ldn-diff-K16,47.8,48.98,50.82,0.3634
eval,grinder,conf-soft-m0-ldnK1,61.49,53.17,54.1,0.5465
eval,grinder,conf-soft-m30-ldnK1,61.44,53.22,54.1,0.5477
eval,shaker,raw-k1,79.84,79.76,75.81,0.2947
eval,shaker,conf-soft-m0-k1,79.9,79.72,75.92,0.2931
eval,shaker,conf-soft-m10-k1,79.88,79.82,76.02,0.2923
eval,shaker,conf-soft-m30-k1,79.9,79.8,75.97,0.2935
eval,shaker,conf-soft-m100-k1,79.88,79.8,75.87,0.2935
eval,shaker,conf-soft-m300-k1,79.86,79.78,75.81,0.2943
eval,shaker,ratio-soft-k1,79.84,79.74,75.7,0.2982
eval,shaker,zscore-soft-k1,79.9,79.8,76.23,0.2976
eval,shaker,conf-hard-m0-k1,79.84,79.88,75.81,0.2945
eval,shaker,conf-hard-m10-k1,79.84,79.8,75.81,0.2947
eval,shaker,conf-hard-m30-k1,79.84,79.78,75.81,0.2949
eval,shaker,conf-hard-m100-k1,79.84,79.76,75.81,0.2947
eval,shaker,conf-hard-m300-k1,79.84,79.76,75.81,0.2947
eval,shaker,ratio-hard-k1,79.84,79.78,75.81,0.2943
eval,shaker,zscore-hard-k1,79.84,79.8,75.81,0.2943
eval,shaker,raw-k2,80.42,80.36,74.51,0.2978
eval,shaker,conf-soft-m0-k2,80.35,80.19,74.04,0.2909
eval,shaker,conf-soft-m10-k2,80.42,80.26,74.41,0.2974
eval,shaker,conf-soft-m30-k2,80.46,80.32,74.56,0.2984
eval,shaker,conf-soft-m100-k2,80.46,80.36,74.51,0.2978
eval,shaker,conf-soft-m300-k2,80.42,80.36,74.51,0.2978
eval,shaker,ratio-soft-k2,80.42,80.32,74.46,0.2949
eval,shaker,zscore-soft-k2,80.38,80.44,75.15,0.2949
eval,shaker,conf-hard-m0-k2,80.42,80.52,74.51,0.2976
eval,shaker,conf-hard-m10-k2,80.42,80.42,74.51,0.2978
eval,shaker,conf-hard-m30-k2,80.42,80.4,74.51,0.298
eval,shaker,conf-hard-m100-k2,80.42,80.38,74.51,0.2978
eval,shaker,conf-hard-m300-k2,80.42,80.38,74.51,0.2978
eval,shaker,ratio-hard-k2,80.42,80.42,74.51,0.2972
eval,shaker,zscore-hard-k2,80.42,80.4,74.51,0.2974
eval,shaker,raw-k4,80.05,79.9,73.04,0.319
eval,shaker,conf-soft-m0-k4,80.05,79.74,72.58,0.3178
eval,shaker,conf-soft-m10-k4,80.11,79.86,72.84,0.3174
eval,shaker,conf-soft-m30-k4,80.11,79.82,72.84,0.3186
eval,shaker,conf-soft-m100-k4,80.07,79.86,72.94,0.3188
eval,shaker,conf-soft-m300-k4,80.02,79.88,73.04,0.3188
eval,shaker,ratio-soft-k4,80.09,79.95,72.99,0.3115
eval,shaker,zscore-soft-k4,80.35,80.17,74.11,0.3178
eval,shaker,conf-hard-m0-k4,80.05,79.97,73.04,0.318
eval,shaker,conf-hard-m10-k4,80.05,79.95,73.04,0.319
eval,shaker,conf-hard-m30-k4,80.05,79.91,73.04,0.319
eval,shaker,conf-hard-m100-k4,80.05,79.91,73.04,0.319
eval,shaker,conf-hard-m300-k4,80.05,79.9,73.04,0.319
eval,shaker,ratio-hard-k4,80.05,79.99,73.04,0.3178
eval,shaker,zscore-hard-k4,80.05,79.84,73.04,0.3194
eval,shaker,ldn-ratio-K1,79.78,79.8,75.32,0.302
eval,shaker,ldn-ratio-K16,79.94,80.32,77.28,0.4475
eval,shaker,ldn-diff-K1,80.13,80.07,77.8,0.3093
eval,shaker,ldn-diff-K16,61.64,64.53,58.15,0.3325
eval,shaker,conf-soft-m0-ldnK1,79.84,79.76,75.21,0.3008
eval,shaker,conf-soft-m30-ldnK1,79.84,79.74,75.21,0.3012
